property_id,transaction_log_id,id,address,neighborhood,bedrooms,bathrooms,sqft,source,origin_url,created_at,updated_at,latitude,longitude,elevation,lookup_address,id_1,price,transaction_status,date_listed,date_closed,days_on_market,created_at_1,updated_at_1,property_id_1,transaction_type
11,11,11,451 Kansas Street #616,San Francisco (Potrero Hill),1,1,0,climbsf_renting,http://www.climbsf.com/for-rent/451-kansas-st-616/,2015-07-26 02:11:35,2015-08-02 16:26:12,37.7639,-122.403,21.4412,"451 Kansas Street #616, San Francisco (Potrero Hill)",11,3750,open,2015-07-25,,,2015-07-26 02:11:54,2015-07-26 02:11:54,11,rental
12,12,12,655 26th Avenue,San Francisco (Central Richmond),2,1,1300,climbsf_renting,http://www.climbsf.com/for-rent/655-26th-ave/,2015-07-26 02:11:36,2015-08-02 16:26:14,37.7771,-122.486,59.403,"655 26th Avenue, San Francisco (Central Richmond)",12,4500,open,2015-07-25,,,2015-07-26 02:11:56,2015-07-26 02:11:56,12,rental
13,13,13,301 Mission Street #22H,San Francisco (SOMA),1,1,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-22h/,2015-07-26 02:11:36,2015-08-02 16:26:16,37.7905,-122.396,0.0,"301 Mission Street #22H, San Francisco (SOMA)",13,6500,open,2015-07-25,,,2015-07-26 02:11:57,2015-07-26 02:11:57,13,rental
14,14,14,1615 Broadway #12,East Bay (Oakland),2,2,1706,climbsf_renting,http://www.climbsf.com/for-rent/1615-broadway-12/,2015-07-26 02:11:37,2015-08-02 16:26:17,37.8062,-122.27,10.3409,"1615 Broadway #12,  (Oakland)",14,5500,open,2015-07-25,,,2015-07-26 02:11:58,2015-07-26 02:11:58,14,rental
15,15,15,1766 Oakdale Avenue,San Francisco (Bayview),2,2,1286,climbsf_renting,http://www.climbsf.com/for-rent/1766-oakdale-ave/,2015-07-26 02:11:37,2015-08-02 16:26:19,37.7366,-122.393,16.1859,"1766 Oakdale Avenue, San Francisco (Bayview)",15,3700,open,2015-07-25,,,2015-07-26 02:11:59,2015-07-26 02:11:59,15,rental
16,16,16,333 Fremont Street #810,San Francisco (South Beach),2,1,0,climbsf_renting,http://www.climbsf.com/for-rent/333-fremont-st-810/,2015-07-26 02:11:38,2015-08-02 16:26:21,37.7877,-122.393,11.0817,"333 Fremont Street #810, San Francisco (South Beach)",16,4300,open,2015-07-25,,,2015-07-26 02:12:00,2015-07-26 02:12:00,16,rental
17,17,17,338 Spear Street #24H,San Francisco (South Beach),2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/338-spear-st-24h/,2015-07-26 02:11:38,2015-08-02 16:26:22,37.7894,-122.391,0.0,"338 Spear Street #24H, San Francisco (South Beach)",17,6495,open,2015-07-25,,,2015-07-26 02:12:02,2015-07-26 02:12:02,17,rental
18,18,18,425 First Street #1806,San Francisco (Rincon Hill),2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/425-1st-st-1806/,2015-07-26 02:11:39,2015-08-02 16:26:24,37.7858,-122.392,31.017,"425 First Street #1806, San Francisco (Rincon Hill)",18,6875,open,2015-07-25,,,2015-07-26 02:12:03,2015-07-26 02:12:03,18,rental
19,19,19,301 Mission Street #35A,San Francisco (SOMA),2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-35a/,2015-07-26 02:11:40,2015-08-02 16:26:26,37.7905,-122.396,0.0,"301 Mission Street #35A, San Francisco (SOMA)",19,8800,open,2015-07-25,,,2015-07-26 02:12:04,2015-07-26 02:12:04,19,rental
20,20,20,301 Mission St. #5A,San Francisco (South Beach),2,2,1517,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-5a/,2015-07-26 02:11:40,2015-08-02 16:26:28,37.7905,-122.396,0.0,"301 Mission St. #5A, San Francisco (South Beach)",20,9000,open,2015-07-25,,,2015-07-26 02:12:05,2015-07-26 02:12:05,20,rental
21,21,21,2735 Folsom Street,San Francisco (Inner Mission),4,3,1800,climbsf_renting,http://www.climbsf.com/for-rent/2735-folsom-st/,2015-07-26 02:11:41,2015-08-02 16:26:29,37.7535,-122.414,19.7453,"2735 Folsom Street, San Francisco ",21,10000,open,2015-07-25,,,2015-07-26 02:12:07,2015-07-26 02:12:07,21,rental
22,22,22,301 Mission St. #53D,San Francisco (Yerba Buena),2,3,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-53d/,2015-07-26 02:11:41,2015-08-02 16:26:31,37.7905,-122.396,0.0,"301 Mission St. #53D, San Francisco (Yerba Buena)",22,18000,open,2015-07-25,,,2015-07-26 02:12:08,2015-07-26 02:12:08,22,rental
23,23,23,1201 Pine Street #132,East Bay (Oakland),1,1,1072,climbsf_rented,http://www.climbsf.com/for-rent/1201-pine-street-132/,2015-07-26 02:20:16,2015-08-02 16:26:33,37.8125,-122.3,3.7537,"1201 Pine Street #132,  (Oakland)",23,1950,closed,,2014-01-28,,2015-07-26 02:23:42,2015-07-26 02:23:42,23,rental
24,24,24,372 Hudson Street,East Bay (Oakland),2,1,1254,climbsf_rented,http://www.climbsf.com/for-rent/372-hudson-st/,2015-07-26 02:20:17,2015-08-02 16:26:34,37.8407,-122.252,47.2986,"372 Hudson Street,  (Oakland)",24,3700,closed,,2014-05-06,,2015-07-26 02:23:44,2015-07-26 02:23:44,24,rental
25,25,25,1804 62nd Street #6,East Bay (Berkeley),0,1,600,climbsf_rented,http://www.climbsf.com/for-rent/1804-62nd-st-6/,2015-07-26 02:20:17,2015-08-02 16:26:36,37.8468,-122.271,29.1631,"1804 62nd Street #6,  (Berkeley)",25,1600,closed,,2014-10-08,,2015-07-26 02:23:45,2015-07-26 02:23:45,25,rental
26,26,26,1411 Creekside Drive #16,East Bay (Walnut Creek),1,1,624,climbsf_rented,http://www.climbsf.com/for-rent/1411-creekside-dr-16/,2015-07-26 02:20:18,2015-08-02 16:26:38,37.8848,-122.051,53.6521,"1411 Creekside Drive #16,  (Walnut Creek)",26,1500,closed,,2015-02-12,,2015-07-26 02:23:47,2015-07-26 02:23:47,26,rental
27,27,27,8048 Earl Street,East Bay (Oakland),0,1,0,climbsf_rented,http://www.climbsf.com/for-rent/8048-earl-st/,2015-07-26 02:20:18,2015-08-02 16:26:39,37.7692,-122.155,94.8962,"8048 Earl Street,  (Oakland)",27,1450,closed,,2015-03-29,,2015-07-26 02:23:48,2015-07-26 02:23:48,27,rental
28,28,28,370 Santa Clara Avenue #6,East Bay (Oakland),2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/370-santa-clara-ave-6/,2015-07-26 02:20:19,2015-08-02 16:26:42,37.8137,-122.248,15.0625,"370 Santa Clara Avenue #6,  (Oakland)",28,2950,closed,,2015-06-24,,2015-07-26 02:23:49,2015-07-26 02:23:49,28,rental
29,29,29,555 4th St # 803,San Francisco (South Beach),2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/555-4th-st-803/,2015-07-26 02:20:19,2015-08-02 16:26:44,37.7791,-122.397,3.09988,"555 4th St # 803, San Francisco (South Beach)",29,3500,closed,,2011-12-06,,2015-07-26 02:23:51,2015-07-26 02:23:51,29,rental
30,30,30,166 Salada Avenue,Peninsula (Pacifica),2,2,993,climbsf_rented,http://www.climbsf.com/for-rent/salada-avenue-pacifica/,2015-07-26 02:20:20,2015-08-02 16:29:14,37.6344,-122.491,13.0389,"166 Salada Avenue,  ",30,2400,closed,,2013-07-16,,2015-07-26 02:23:52,2015-07-26 02:23:52,30,rental
31,31,31,1511 Jefferson Street #PH8,East Bay (Oakland),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/1511-jefferson-st-ph8/,2015-07-26 02:20:21,2015-08-02 16:26:50,37.8044,-122.271,13.0275,"1511 Jefferson Street #PH8,  (Oakland)",31,1900,closed,,2014-02-10,,2015-07-26 02:23:53,2015-07-26 02:23:53,31,rental
32,32,32,4234 Halleck Street,East Bay (Emeryville),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/4234-halleck-st/,2015-07-26 02:20:21,2015-08-02 16:26:51,37.8311,-122.29,3.43209,"4234 Halleck Street,  (Emeryville)",32,2600,closed,,2014-06-11,,2015-07-26 02:23:55,2015-07-26 02:23:55,32,rental
33,33,33,1804 62nd Street #4,East Bay (Berkeley),1,1,700,climbsf_rented,http://www.climbsf.com/for-rent/1804-62nd-st-4/,2015-07-26 02:20:22,2015-08-02 16:26:53,37.8468,-122.271,29.1631,"1804 62nd Street #4,  (Berkeley)",33,2200,closed,,2014-10-14,,2015-07-26 02:23:56,2015-07-26 02:23:56,33,rental
34,34,34,630 Thomas L. Berkley Way #623,East Bay (Oakland),1,1,860,climbsf_rented,http://www.climbsf.com/for-rent/630-thomas-l-berkley-way-623/,2015-07-26 02:20:22,2015-08-02 16:26:55,37.8101,-122.273,9.16797,"630 Thomas L. Berkley Way #623,  (Oakland)",34,2700,closed,,2015-02-16,,2015-07-26 02:23:57,2015-07-26 02:23:57,34,rental
35,35,35,1201 Pine Street #141,East Bay (Oakland),1,1,1219,climbsf_rented,http://www.climbsf.com/for-rent/1201-pine-st-141/,2015-07-26 02:20:23,2015-08-02 16:26:56,37.8125,-122.3,3.7537,"1201 Pine Street #141,  (Oakland)",35,2500,closed,,2015-04-16,,2015-07-26 02:23:58,2015-07-26 02:23:58,35,rental
36,36,36,407 Palisade Drive,East Bay (Oakland),3,3,1556,climbsf_rented,http://www.climbsf.com/for-rent/407-palisade-dr/,2015-07-26 02:20:23,2015-08-02 16:26:58,37.8129,-122.299,4.1766,"407 Palisade Drive,  (Oakland)",36,4250,closed,,2015-07-02,,2015-07-26 02:24:00,2015-07-26 02:24:00,36,rental
37,37,37,1500 Park Avenue #105,East Bay (Emeryville),1,1,1300,climbsf_rented,http://www.climbsf.com/for-rent/1500-park-ave-105/,2015-07-26 02:20:24,2015-08-02 16:27:00,37.8311,-122.29,3.49772,"1500 Park Avenue #105,  (Emeryville)",37,2300,closed,,2013-05-20,,2015-07-26 02:24:01,2015-07-26 02:24:01,37,rental
38,38,38,1463 34th Street,East Bay (Emeryville),2,1,760,climbsf_rented,http://www.climbsf.com/for-rent/1463-34th-st/,2015-07-26 02:20:25,2015-08-02 16:27:01,37.8254,-122.285,5.14154,"1463 34th Street,  (Emeryville)",38,2300,closed,,2014-02-11,,2015-07-26 02:24:02,2015-07-26 02:24:02,38,rental
39,39,39,6501 San Pablo Avenue #205,East Bay (Emeryville),1,1,910,climbsf_rented,http://www.climbsf.com/for-rent/6501-san-pablo-ave-205/,2015-07-26 02:20:25,2015-08-02 16:27:03,37.8482,-122.286,13.1691,"6501 San Pablo Avenue #205,  (Emeryville)",39,2550,closed,,2014-07-15,,2015-07-26 02:24:04,2015-07-26 02:24:04,39,rental
40,40,40,1804 62nd Street #3,East Bay (Berkeley),0,1,600,climbsf_rented,http://www.climbsf.com/for-rent/1804-62nd-st-3/,2015-07-26 02:20:26,2015-08-02 16:27:05,37.8468,-122.271,29.1631,"1804 62nd Street #3,  (Berkeley)",40,1700,closed,,2014-10-28,,2015-07-26 02:24:05,2015-07-26 02:24:05,40,rental
41,41,41,1500 Park Avenue #111,East Bay (Emeryville),1,1,1100,climbsf_rented,http://www.climbsf.com/for-rent/1500-park-ave-111/,2015-07-26 02:20:26,2015-08-02 16:27:06,37.8311,-122.29,3.49772,"1500 Park Avenue #111,  (Emeryville)",41,2850,closed,,2015-02-19,,2015-07-26 02:24:07,2015-07-26 02:24:07,41,rental
42,42,42,1655 North California Boulevard #345,East Bay (Walnut Creek),1,1,886,climbsf_rented,http://www.climbsf.com/for-rent/1655-n-california-blvd-345/,2015-07-26 02:20:27,2015-08-02 16:27:08,37.9021,-122.065,45.9945,"1655 North California Boulevard #345,  (Walnut Creek)",42,2500,closed,,2015-04-29,,2015-07-26 02:24:08,2015-07-26 02:24:08,42,rental
43,43,43,4236 Halleck Street,East Bay (Emeryville),1,1,1150,climbsf_rented,http://www.climbsf.com/for-rent/4236-halleck-st/,2015-07-26 02:20:28,2015-08-02 16:27:10,37.8311,-122.29,3.43209,"4236 Halleck Street,  (Emeryville)",43,2900,closed,,2015-07-06,,2015-07-26 02:24:09,2015-07-26 02:24:09,43,rental
44,44,44,1201 Pine Street #257,East Bay (West Oakland),1,1,815,climbsf_rented,http://www.climbsf.com/for-rent/1201-pine-st-257/,2015-07-26 02:20:28,2015-08-02 16:27:13,37.8125,-122.3,3.7537,"1201 Pine Street #257,  (West Oakland)",44,2200,closed,,2013-06-25,,2015-07-26 02:24:11,2015-07-26 02:24:11,44,rental
45,45,45,6400 Christie Avenue #3406,East Bay (Emeryville),0,1,565,climbsf_rented,http://www.climbsf.com/for-rent/6400-christie-ave-3406/,2015-07-26 02:20:29,2015-08-02 16:27:15,37.8451,-122.295,5.49469,"6400 Christie Avenue #3406,  (Emeryville)",45,1750,closed,,2014-02-11,,2015-07-26 02:24:12,2015-07-26 02:24:12,45,rental
46,46,46,630 Thomas L. Berkley Way #301,East Bay (Oakland),1,1,803,climbsf_rented,http://www.climbsf.com/for-rent/630-thomas-l-berkley-way-301/,2015-07-26 02:20:29,2015-08-02 16:27:18,37.8101,-122.273,9.16797,"630 Thomas L. Berkley Way #301,  (Oakland)",46,2550,closed,,2014-07-25,,2015-07-26 02:24:13,2015-07-26 02:24:13,46,rental
47,47,47,1804 62nd Street #1,East Bay (Berkeley),1,1,700,climbsf_rented,http://www.climbsf.com/for-rent/1804-62nd-st-1/,2015-07-26 02:20:30,2015-08-02 16:27:21,37.8468,-122.271,29.1631,"1804 62nd Street #1,  (Berkeley)",47,1850,closed,,2014-11-08,,2015-07-26 02:24:15,2015-07-26 02:24:15,47,rental
48,48,48,1201 Pine Street #360,East Bay (Oakland),1,1,753,climbsf_rented,http://www.climbsf.com/for-rent/1201-pine-st-360/,2015-07-26 02:20:30,2015-08-02 16:27:24,37.8125,-122.3,3.7537,"1201 Pine Street #360,  (Oakland)",48,1950,closed,,2015-03-19,,2015-07-26 02:24:16,2015-07-26 02:24:16,48,rental
49,49,49,438 West Grand Avenue #429,East Bay (Oakland),1,1,802,climbsf_rented,http://www.climbsf.com/for-rent/438-west-grand-ave-429/,2015-07-26 02:20:31,2015-08-02 16:27:27,37.8119,-122.267,6.04846,"438 West Grand Avenue #429,  (Oakland)",49,2900,closed,,2015-05-04,,2015-07-26 02:24:17,2015-07-26 02:24:17,49,rental
50,50,50,74 New Montgomery #412,San Francisco (Financial District),1,1,870,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-412/,2015-07-26 02:20:32,2015-08-02 16:27:29,37.7875,-122.401,7.64144,"74 New Montgomery #412, San Francisco (Financial District)",50,3800,closed,,2011-11-20,,2015-07-26 02:24:19,2015-07-26 02:24:19,50,rental
51,51,51,1523 Brunswig Lane,East Bay (Emeryville),2,1,745,climbsf_rented,http://www.climbsf.com/for-rent/1523-brunswig-lane/,2015-07-26 02:20:32,2015-08-02 16:27:31,37.8352,-122.293,3.71013,"1523 Brunswig Lane,  (Emeryville)",51,2500,closed,,2013-07-30,,2015-07-26 02:24:20,2015-07-26 02:24:20,51,rental
52,52,52,1511 Jefferson Street #203,East Bay (Downtown Oakland),2,2,1200,climbsf_rented,http://www.climbsf.com/for-rent/1511-jefferson-st-203/,2015-07-26 02:20:33,2015-08-02 16:27:33,37.8069,-122.274,11.9109,"1511 Jefferson Street #203,  (Downtown Oakland)",52,2300,closed,,2014-03-04,,2015-07-26 02:24:21,2015-07-26 02:24:21,52,rental
53,53,53,1026 Aileen Street,East Bay (Emeryville),3,2,1450,climbsf_rented,http://www.climbsf.com/for-rent/1026-aileen-st/,2015-07-26 02:20:33,2015-08-02 16:27:34,37.8404,-122.279,16.0931,"1026 Aileen Street,  (Emeryville)",53,3450,closed,,2014-09-04,,2015-07-26 02:24:23,2015-07-26 02:24:23,53,rental
54,54,54,311 Oak Street #306,East Bay (Oakland),2,2,1700,climbsf_rented,http://www.climbsf.com/for-rent/311-oak-st-306/,2015-07-26 02:20:34,2015-08-02 16:27:36,37.7941,-122.268,3.90379,"311 Oak Street #306,  (Oakland)",54,3400,closed,,2014-12-31,,2015-07-26 02:24:24,2015-07-26 02:24:24,54,rental
55,55,55,1201 Pine Street #124,East Bay (West Oakland),1,1,975,climbsf_rented,http://www.climbsf.com/for-rent/1201-pine-st-124/,2015-07-26 02:20:35,2015-08-02 16:27:39,37.8125,-122.3,3.7537,"1201 Pine Street #124,  (West Oakland)",55,2200,closed,,2015-03-19,,2015-07-26 02:24:25,2015-07-26 02:24:25,55,rental
56,56,56,675 Eighth Street #1,East Bay (Oakland),2,2,1285,climbsf_rented,http://www.climbsf.com/for-rent/675-8th-st-1/,2015-07-26 02:20:35,2015-08-02 16:27:41,37.8022,-122.279,9.79908,"675 Eighth Street #1,  (Oakland)",56,3500,closed,,2015-05-04,,2015-07-26 02:24:27,2015-07-26 02:24:27,56,rental
57,57,57,260 King St,San Francisco (Mission Bay/SoMa),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/260-king-st/,2015-07-26 02:20:36,2015-08-02 16:27:42,37.7774,-122.394,4.2732,"260 King St, San Francisco (Mission Bay/SoMa)",57,3500,closed,,2011-11-28,,2015-07-26 02:24:28,2015-07-26 02:24:28,57,rental
58,58,58,235 Berry Street #102,San Francisco (Mission Bay),2,2,1255,climbsf_rented,http://www.climbsf.com/for-rent/235-berry-street-102/,2015-07-26 02:20:36,2015-08-02 16:27:44,37.7749,-122.394,2.44738,"235 Berry Street #102, San Francisco (Mission Bay)",58,4300,closed,,2012-01-28,,2015-07-26 02:24:29,2015-07-26 02:24:29,58,rental
59,59,59,16 Jessie St #407,San Francisco (Downtown),1,1,450,climbsf_rented,http://www.climbsf.com/for-rent/16-jessie-st-407/,2015-07-26 02:20:37,2015-08-02 16:27:46,37.7899,-122.399,5.27414,"16 Jessie St #407, San Francisco (Downtown)",59,2000,closed,,2011-12-20,,2015-07-26 02:24:30,2015-07-26 02:24:30,59,rental
60,60,60,1979 Clay Street,San Francisco (Pacific Heights),3,2,2000,climbsf_rented,http://www.climbsf.com/for-rent/1979-clay-st/,2015-07-26 02:20:37,2015-08-02 16:27:47,37.7915,-122.425,87.393,"1979 Clay Street, San Francisco (Pacific Heights)",60,5250,closed,,2013-02-26,,2015-07-26 02:24:32,2015-07-26 02:24:32,60,rental
61,61,61,682 28th Street,San Francisco (Noe Valley),2,2,2300,climbsf_rented,http://www.climbsf.com/for-rent/682-28th-st/,2015-07-26 02:20:38,2015-08-02 16:27:50,37.7449,-122.437,164.08,"682 28th Street, San Francisco (Noe Valley)",61,4500,closed,,2013-03-19,,2015-07-26 02:24:33,2015-07-26 02:24:33,61,rental
62,62,62,425 1st Street #907,San Francisco (Rincon Hill),1,1,819,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-street-907/,2015-07-26 02:20:39,2015-08-02 16:27:52,37.7858,-122.392,31.017,"425 1st Street #907, San Francisco (Rincon Hill)",62,3200,closed,,2013-04-08,,2015-07-26 02:24:34,2015-07-26 02:24:34,62,rental
63,63,63,555 4th St # 734,San Francisco (South Beach),1,1,590,climbsf_rented,http://www.climbsf.com/for-rent/555-4th-st-734/,2015-07-26 02:20:39,2015-08-02 16:27:53,37.7791,-122.397,3.09988,"555 4th St # 734, San Francisco (South Beach)",63,0,closed,,2011-12-20,,2015-07-26 02:24:36,2015-07-26 02:24:36,63,rental
64,64,64,201 Harrison Street #711,San Francisco (South Beach),1,1,795,climbsf_rented,http://www.climbsf.com/for-rent/201-harrison-st-711/,2015-07-26 02:20:40,2015-08-02 16:27:55,37.7877,-122.39,9.17842,"201 Harrison Street #711, San Francisco (South Beach)",64,2600,closed,,2013-02-28,,2015-07-26 02:24:37,2015-07-26 02:24:37,64,rental
65,65,65,2712A Pine Street,San Francisco (Lower Pacific Heights),2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/2712a-pine-st/,2015-07-26 02:20:40,2015-08-02 16:27:56,37.7873,-122.441,55.6704,"2712A Pine Street, San Francisco (Lower Pacific Heights)",65,3700,closed,,2013-03-20,,2015-07-26 02:24:39,2015-07-26 02:24:39,65,rental
66,66,66,5 Sparta Street,San Francisco (Visitacion Valley),3,2,1780,climbsf_rented,http://www.climbsf.com/for-rent/5-sparta-st/,2015-07-26 02:20:41,2015-08-02 16:27:58,37.7181,-122.403,97.0219,"5 Sparta Street, San Francisco (Visitacion Valley)",66,3450,closed,,2013-04-10,,2015-07-26 02:24:40,2015-07-26 02:24:40,66,rental
67,67,67,55 Page Street #814,San Francisco (Hayes Valley),1,1,865,climbsf_rented,http://www.climbsf.com/for-rent/55-page-street-814/,2015-07-26 02:20:41,2015-08-02 16:28:00,37.774,-122.422,13.962,"55 Page Street #814, San Francisco (Hayes Valley)",67,3200,closed,,2011-12-20,,2015-07-26 02:24:41,2015-07-26 02:24:41,67,rental
68,68,68,1703 Powell Street,San Francisco (North Beach),4,2,0,climbsf_rented,http://www.climbsf.com/for-rent/1703-powell-st/,2015-07-26 02:20:42,2015-08-02 16:28:02,37.8003,-122.411,23.9782,"1703 Powell Street, San Francisco (North Beach)",68,6200,closed,,2013-02-28,,2015-07-26 02:24:43,2015-07-26 02:24:43,68,rental
69,69,69,16 Jessie Street #311,San Francisco (South Financial District),1,1,620,climbsf_rented,http://www.climbsf.com/for-rent/16-jessie-st-311/,2015-07-26 02:20:42,2015-08-02 16:28:04,37.7899,-122.399,5.27414,"16 Jessie Street #311, San Francisco (South Financial District)",69,3100,closed,,2013-03-26,,2015-07-26 02:24:44,2015-07-26 02:24:44,69,rental
70,70,70,1340 Clay Street #402,San Francisco (Nob Hill),2,2,1670,climbsf_rented,http://www.climbsf.com/for-rent/1340-clay-st-402/,2015-07-26 02:20:43,2015-08-02 16:28:05,37.7934,-122.415,102.782,"1340 Clay Street #402, San Francisco (Nob Hill)",70,5975,closed,,2013-02-20,,2015-07-26 02:24:45,2015-07-26 02:24:45,70,rental
71,71,71,338 Spear Street #18B,San Francisco (South Beach),2,2,1322,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-18b/,2015-07-26 02:20:44,2015-08-02 16:28:07,37.7894,-122.391,0.0,"338 Spear Street #18B, San Francisco (South Beach)",71,5700,closed,,2013-03-04,,2015-07-26 02:24:47,2015-07-26 02:24:47,71,rental
72,72,72,400 Beale Street #406,San Francisco (South Beach),2,1,1038,climbsf_rented,http://www.climbsf.com/for-rent/400-beale-st-406/,2015-07-26 02:20:44,2015-08-02 16:28:09,37.7871,-122.391,7.36737,"400 Beale Street #406, San Francisco (South Beach)",72,3500,closed,,2013-04-08,,2015-07-26 02:24:48,2015-07-26 02:24:48,72,rental
73,73,73,235 Berry Street #107,San Francisco (Mission Bay),3,3,2000,climbsf_rented,http://www.climbsf.com/for-rent/235-berry-st-107-2/,2015-07-26 02:20:45,2015-08-02 16:28:10,37.7749,-122.394,2.44738,"235 Berry Street #107, San Francisco (Mission Bay)",73,7500,closed,,2013-03-04,,2015-07-26 02:24:49,2015-07-26 02:24:49,73,rental
74,74,74,999 16th Street #15,San Francisco (Potrero Hill),1,1,1500,climbsf_rented,http://www.climbsf.com/for-rent/999-16th-st-15/,2015-07-26 02:20:45,2015-08-02 16:28:12,37.7662,-122.397,5.06241,"999 16th Street #15, San Francisco (Potrero Hill)",74,3900,closed,,2013-03-26,,2015-07-26 02:24:50,2015-07-26 02:24:50,74,rental
75,75,75,403 Main Street #410,San Francisco (South Beach),1,1,960,climbsf_rented,http://www.climbsf.com/for-rent/403-main-st-410/,2015-07-26 02:20:46,2015-08-02 16:28:14,37.7881,-122.39,6.86612,"403 Main Street #410, San Francisco (South Beach)",75,3500,closed,,2013-04-12,,2015-07-26 02:24:52,2015-07-26 02:24:52,75,rental
