id,address,neighborhood,bedrooms,bathrooms,sqft,source,origin_url,created_at,updated_at,latitude,longitude,elevation,lookup_address,id_1,property_id,property_transaction_log_id,transaction_type,created_at_1,updated_at_1,id_2,price,transaction_status,date_listed,date_closed,days_on_market,created_at_2,updated_at_2,property_id_1,transaction_type_1,id_3,property_id_2,neighborhood_id,created_at_3,updated_at_3,id_4,name,source_1,max_latitude,min_latitude,max_longitude,min_longitude,created_at_4,updated_at_4
99,723 Ellsworth Street,San Francisco (Bernal Heights),3,2,1750,climbsf_rented,http://www.climbsf.com/for-rent/723-ellsworth-st/,2015-08-23 20:28:43,2015-08-23 20:28:43,37.7343,-122.415,37.6665,"723 Ellsworth Street, San Francisco (Bernal Heights)",99,99,99,rental,2015-08-23 20:29:13,2015-08-23 20:29:13,99,3450,closed,,2013-10-22,,2015-08-23 20:29:13,2015-08-23 20:29:13,99,rental,62,99,5,2015-09-08 16:05:58,2015-09-08 16:05:58,5,Bernal Heights,,37.7492,37.7311,-122.404,-122.436,2015-09-08 00:04:10,2015-09-08 00:35:58
165,501 Crescent Way #5107,San Francisco (Candlestick Point),2,2,1057,climbsf_rented,http://www.climbsf.com/for-rent/501-crescent-way-5107/,2015-08-23 20:28:49,2015-08-23 20:28:49,37.735,-122.416,48.1922,"501 Crescent Way #5107, San Francisco ",165,165,165,rental,2015-08-23 20:29:16,2015-08-23 20:29:16,165,2800,closed,,2014-06-02,,2015-08-23 20:29:16,2015-08-23 20:29:16,165,rental,128,165,5,2015-09-08 16:06:42,2015-09-08 16:06:42,5,Bernal Heights,,37.7492,37.7311,-122.404,-122.436,2015-09-08 00:04:10,2015-09-08 00:35:58
349,1 College Avenue,San Francisco (Bernal Heights),3,2,1600,climbsf_rented,http://www.climbsf.com/for-rent/1-college-ave/,2015-08-23 20:29:06,2015-08-28 15:32:31,37.7347,-122.428,60.2336,"1 College Avenue, San Francisco (Bernal Heights)",349,349,349,rental,2015-08-23 20:29:25,2015-08-23 20:29:25,349,5300,closed,,2015-07-08,,2015-08-23 20:29:25,2015-08-23 20:29:25,349,rental,312,349,5,2015-09-08 16:08:46,2015-09-08 16:08:46,5,Bernal Heights,,37.7492,37.7311,-122.404,-122.436,2015-09-08 00:04:10,2015-09-08 00:35:58
382,301 Crescent Court #3107,San Francisco (Candlestick Point),2,2,892,climbsf_renting,http://www.climbsf.com/for-rent/301-crescent-ct-3107/,2015-08-23 20:30:03,2015-08-23 20:30:03,37.7352,-122.419,63.9895,"301 Crescent Court #3107, San Francisco ",382,382,382,rental,2015-08-23 20:30:06,2015-08-23 20:30:06,382,3150,closed,2015-08-23,2015-08-27,0,2015-08-23 20:30:06,2015-08-31 01:00:26,382,rental,342,382,5,2015-09-08 16:09:07,2015-09-08 16:09:07,5,Bernal Heights,,37.7492,37.7311,-122.404,-122.436,2015-09-08 00:04:10,2015-09-08 00:35:58
406,"212 Cortland Ave, San Francisco, CA 94110",Bernal Heights,3,2,1200,zillow_sf,http://www.zillow.com/homedetails/212-Cortland-Ave-San-Francisco-CA-94110/15162751_zpid/,2015-08-23 20:31:18,2015-08-23 20:31:18,37.7394,-122.419,79.8597,"212 Cortland Ave, San Francisco, CA 94110, Bernal Heights",725,406,1928,rental,2015-08-27 08:46:48,2015-08-27 08:46:48,1928,6500,open,2015-08-04,,,2015-08-27 08:46:48,2015-08-27 08:46:48,406,rental,366,406,5,2015-09-08 16:09:24,2015-09-08 16:09:24,5,Bernal Heights,,37.7492,37.7311,-122.404,-122.436,2015-09-08 00:04:10,2015-09-08 00:35:58
441,"339 Elsie St, San Francisco, CA 94110",Bernal Heights,4,3,1850,zillow_sf,http://www.zillow.com/homedetails/339-Elsie-St-San-Francisco-CA-94110/15162738_zpid/,2015-08-23 20:31:21,2015-08-23 20:31:21,37.7387,-122.42,86.9865,"339 Elsie St, San Francisco, CA 94110, Bernal Heights",704,441,1871,rental,2015-08-27 08:46:46,2015-08-27 08:46:46,1871,7500,open,2015-01-14,,,2015-08-27 08:46:46,2015-08-27 08:46:46,441,rental,401,441,5,2015-09-08 16:09:46,2015-09-08 16:09:46,5,Bernal Heights,,37.7492,37.7311,-122.404,-122.436,2015-09-08 00:04:10,2015-09-08 00:35:58
443,"165 Crescent Ave, San Francisco, CA 94110",Bernal Heights,1,1,560,zillow_sf,http://www.zillow.com/homedetails/165-Crescent-Ave-San-Francisco-CA-94110/15164323_zpid/,2015-08-23 20:31:21,2015-08-23 20:31:21,37.7353,-122.421,75.2007,"165 Crescent Ave, San Francisco, CA 94110, Bernal Heights",722,443,1921,rental,2015-08-27 08:46:48,2015-08-27 08:46:48,1921,4000,open,2015-07-28,,,2015-08-27 08:46:48,2015-08-27 08:46:48,443,rental,403,443,5,2015-09-08 16:09:47,2015-09-08 16:09:47,5,Bernal Heights,,37.7492,37.7311,-122.404,-122.436,2015-09-08 00:04:10,2015-09-08 00:35:58
1663,"112 Ripley St, San Francisco, CA 94110",Bernal Heights,1,1,574,zillow_sf,http://www.zillow.com/homedetails/112-Ripley-St-San-Francisco-CA-94110/2101198723_zpid/,2015-09-09 03:05:14,2015-09-09 03:05:14,37.744,-122.413,71.7004,"112 Ripley St, San Francisco, CA 94110, Bernal Heights",870,1663,2665,rental,2015-09-09 03:05:20,2015-09-09 03:05:20,2665,3100,open,2015-09-05,,,2015-09-09 03:05:20,2015-09-09 03:05:20,1663,rental,743,1663,5,2015-09-09 03:05:14,2015-09-09 03:05:14,5,Bernal Heights,,37.7492,37.7311,-122.404,-122.436,2015-09-08 00:04:10,2015-09-08 00:35:58
63,355 Buena Vista Avenue East #305W,San Francisco (Buena Vista),1,1,730,climbsf_rented,http://www.climbsf.com/for-rent/355-buena-vista-avenue-east-305w/,2015-08-23 20:28:39,2015-08-23 20:28:39,37.7673,-122.44,130.553,"355 Buena Vista Avenue East #305W, San Francisco (Buena Vista)",63,63,63,rental,2015-08-23 20:29:11,2015-08-23 20:29:11,63,2700,closed,,2013-05-21,,2015-08-23 20:29:11,2015-08-23 20:29:11,63,rental,26,63,6,2015-09-08 16:05:33,2015-09-08 16:05:33,6,Buena Vista Park/Ashbury Heights,,37.7712,37.7617,-122.436,-122.448,2015-09-08 00:05:24,2015-09-08 00:37:21
558,"342 Upper Ter, San Francisco, CA 94117",Parnassus - Ashbury,2,1,1200,zillow_sf,http://www.zillow.com/homedetails/342-Upper-Ter-San-Francisco-CA-94117/89238855_zpid/,2015-08-23 20:31:30,2015-08-28 15:33:37,37.7625,-122.446,157.982,"342 Upper Ter, San Francisco, CA 94117, Parnassus - Ashbury",485,558,558,rental,2015-08-23 20:31:43,2015-08-23 20:31:43,558,4600,open,2015-07-27,,,2015-08-23 20:31:43,2015-08-23 20:31:43,558,rental,518,558,6,2015-09-08 16:10:57,2015-09-08 16:10:57,6,Buena Vista Park/Ashbury Heights,,37.7712,37.7617,-122.436,-122.448,2015-09-08 00:05:24,2015-09-08 00:37:21
1639,"109 Alpine Ter, San Francisco, CA 94117",Buena Vista Park,4,5,4000,zillow_sf,http://www.zillow.com/homedetails/109-Alpine-Ter-San-Francisco-CA-94117/15126971_zpid/,2015-09-09 03:05:07,2015-09-09 03:05:07,37.7688,-122.437,101.11,"109 Alpine Ter, San Francisco, CA 94117, Buena Vista Park",847,1639,2639,rental,2015-09-09 03:05:17,2015-09-09 03:05:17,2639,17850,open,2014-06-10,,,2015-09-09 03:05:17,2015-09-09 03:05:17,1639,rental,720,1639,6,2015-09-09 03:05:07,2015-09-09 03:05:07,6,Buena Vista Park/Ashbury Heights,,37.7712,37.7617,-122.436,-122.448,2015-09-08 00:05:24,2015-09-08 00:37:21
112,657 26th Avenue,San Francisco (Central Richmond),2,1,1300,climbsf_rented,http://www.climbsf.com/for-rent/657-26th-ave/,2015-08-23 20:28:44,2015-08-28 15:31:14,37.7771,-122.486,58.5165,"657 26th Avenue, San Francisco (Central Richmond)",112,112,112,rental,2015-08-23 20:29:14,2015-08-23 20:29:14,112,3700,closed,,2013-12-26,,2015-08-23 20:29:14,2015-08-23 20:29:14,112,rental,75,112,7,2015-09-08 16:06:07,2015-09-08 16:06:07,7,Central Richmond,,37.7843,37.7721,-122.472,-122.493,2015-09-08 00:06:24,2015-09-08 00:37:46
126,374 27th Avenue,San Francisco (Central Richmond),2,1,1350,climbsf_rented,http://www.climbsf.com/for-rent/374-27th-ave/,2015-08-23 20:28:46,2015-08-23 20:28:46,37.7824,-122.487,49.1082,"374 27th Avenue, San Francisco (Central Richmond)",126,126,126,rental,2015-08-23 20:29:14,2015-08-23 20:29:14,126,3900,closed,,2014-01-29,,2015-08-23 20:29:14,2015-08-23 20:29:14,126,rental,89,126,7,2015-09-08 16:06:16,2015-09-08 16:06:16,7,Central Richmond,,37.7843,37.7721,-122.472,-122.493,2015-09-08 00:06:24,2015-09-08 00:37:46
375,655 26th Avenue,San Francisco (Central Richmond),2,1,1750,climbsf_rented,http://www.climbsf.com/for-rent/655-26th-ave/,2015-08-23 20:29:08,2015-08-28 15:32:41,37.7771,-122.486,59.403,"655 26th Avenue, San Francisco (Central Richmond)",375,375,375,rental,2015-08-23 20:29:26,2015-08-23 20:29:26,375,4600,closed,,2015-08-18,,2015-08-23 20:29:26,2015-08-23 20:29:26,375,rental,338,375,7,2015-09-08 16:09:04,2015-09-08 16:09:04,7,Central Richmond,,37.7843,37.7721,-122.472,-122.493,2015-09-08 00:06:24,2015-09-08 00:37:46
534,"14th Ave San Francisco, CA 94118",,3,2,2105,zillow_sf,http://www.zillow.com/homedetails/14th-Ave-San-Francisco-CA-94118/2101815184_zpid/,2015-08-23 20:31:28,2015-08-28 15:33:29,37.7802,-122.473,51.89,"14th Ave San Francisco, CA 94118, ",461,534,534,rental,2015-08-23 20:31:42,2015-08-23 20:31:42,534,8000,open,2015-07-01,,,2015-08-23 20:31:42,2015-08-23 20:31:42,534,rental,494,534,7,2015-09-08 16:10:43,2015-09-08 16:10:43,7,Central Richmond,,37.7843,37.7721,-122.472,-122.493,2015-09-08 00:06:24,2015-09-08 00:37:46
1629,"2443 Clement St # 7, San Francisco, CA 94121",Central Richmond,2,2,0,zillow_sf,http://www.zillow.com/homedetails/2443-Clement-St-7-San-Francisco-CA-94121/2140944175_zpid/,2015-09-09 03:05:05,2015-09-09 03:05:05,37.7818,-122.486,44.4868,"2443 Clement St # 7, San Francisco, CA 94121, Central Richmond",886,1629,2704,rental,2015-09-09 03:06:04,2015-09-09 03:06:04,2704,3995,open,2015-09-01,,,2015-09-09 03:06:04,2015-09-09 03:06:04,1629,rental,710,1629,7,2015-09-09 03:05:05,2015-09-09 03:05:05,7,Central Richmond,,37.7843,37.7721,-122.472,-122.493,2015-09-08 00:06:24,2015-09-08 00:37:46
383,1384 29th Avenue,San Francisco (Central Sunset),2,1,0,climbsf_renting,http://www.climbsf.com/for-rent/1384-29th-ave/,2015-08-23 20:30:03,2015-08-23 20:30:03,37.7615,-122.488,65.9977,"1384 29th Avenue, San Francisco (Central Sunset)",383,383,383,rental,2015-08-23 20:30:06,2015-08-23 20:30:06,383,3400,open,2015-08-23,,,2015-08-23 20:30:06,2015-08-23 20:30:06,383,rental,343,383,8,2015-09-08 16:09:07,2015-09-08 16:09:07,8,Central Sunset,,37.7655,37.7514,-122.476,-122.496,2015-09-08 00:06:40,2015-09-08 00:37:55
547,"1630 25th Ave, San Francisco, CA 94122",Central Sunset,3,3,1320,zillow_sf,http://www.zillow.com/homedetails/1630-25th-Ave-San-Francisco-CA-94122/15109211_zpid/,2015-08-23 20:31:29,2015-08-23 20:31:29,37.7571,-122.483,81.9743,"1630 25th Ave, San Francisco, CA 94122, Central Sunset",474,547,547,rental,2015-08-23 20:31:42,2015-08-23 20:31:42,547,5950,open,2015-07-18,,,2015-08-23 20:31:42,2015-08-23 20:31:42,547,rental,507,547,8,2015-09-08 16:10:51,2015-09-08 16:10:51,8,Central Sunset,,37.7655,37.7514,-122.476,-122.496,2015-09-08 00:06:40,2015-09-08 00:37:55
592,"33rd Ave San Francisco, CA 94122",,2,1,1200,zillow_sf,http://www.zillow.com/homedetails/33rd-Ave-San-Francisco-CA-94122/2101417595_zpid/,2015-08-23 20:31:34,2015-08-23 20:31:34,37.7582,-122.492,79.5465,"33rd Ave San Francisco, CA 94122, ",519,592,592,rental,2015-08-23 20:31:44,2015-08-23 20:31:44,592,4200,open,2015-08-13,,,2015-08-23 20:31:44,2015-08-23 20:31:44,592,rental,552,592,8,2015-09-08 16:11:19,2015-09-08 16:11:19,8,Central Sunset,,37.7655,37.7514,-122.476,-122.496,2015-09-08 00:06:40,2015-09-08 00:37:55
633,"23rd Ave San Francisco, CA 94122",,4,2,2263,zillow_sf,http://www.zillow.com/homedetails/23rd-Ave-San-Francisco-CA-94122/2101340677_zpid/,2015-08-23 20:31:37,2015-08-28 15:34:05,37.7587,-122.481,78.9973,"23rd Ave San Francisco, CA 94122, ",560,633,633,rental,2015-08-23 20:31:46,2015-08-23 20:31:46,633,5500,open,2015-08-21,,,2015-08-23 20:31:46,2015-08-23 20:31:46,633,rental,592,633,8,2015-09-08 16:11:45,2015-09-08 16:11:45,8,Central Sunset,,37.7655,37.7514,-122.476,-122.496,2015-09-08 00:06:40,2015-09-08 00:37:55
1343,"1411 29th Ave, San Francisco, CA 94122",Central Sunset,2,1,1200,zillow_sf,http://www.zillow.com/homedetails/1411-29th-Ave-San-Francisco-CA-94122/2101424874_zpid/,2015-08-27 08:46:43,2015-08-27 08:46:43,37.7609,-122.488,67.8427,"1411 29th Ave, San Francisco, CA 94122, Central Sunset",732,1343,2005,rental,2015-08-27 08:46:48,2015-08-27 08:47:20,2005,3900,open,2015-08-13,,,2015-08-27 08:47:20,2015-08-27 08:47:20,1343,rental,634,1343,8,2015-09-08 16:13:10,2015-09-08 16:13:10,8,Central Sunset,,37.7655,37.7514,-122.476,-122.496,2015-09-08 00:06:40,2015-09-08 00:37:55
1611,"1284 28th Ave, San Francisco, CA 94122",Central Sunset,3,1,1750,zillow_sf,http://www.zillow.com/homedetails/1284-28th-Ave-San-Francisco-CA-94122/15101700_zpid/,2015-09-09 03:05:00,2015-09-09 03:05:00,37.7635,-122.487,61.9136,"1284 28th Ave, San Francisco, CA 94122, Central Sunset",888,1611,2707,rental,2015-09-09 03:06:04,2015-09-09 03:06:04,2707,4950,open,2015-09-02,,,2015-09-09 03:06:04,2015-09-09 03:06:04,1611,rental,692,1611,8,2015-09-09 03:05:00,2015-09-09 03:05:00,8,Central Sunset,,37.7655,37.7514,-122.476,-122.496,2015-09-08 00:06:40,2015-09-08 00:37:55
341,100 Palo Alto Avenue,San Francisco (Clarendon Heights),4,3,4800,climbsf_rented,http://www.climbsf.com/for-rent/100-palo-alto-ave/,2015-08-23 20:29:05,2015-08-23 20:29:05,37.757,-122.449,239.364,"100 Palo Alto Avenue, San Francisco (Clarendon Heights)",341,341,341,rental,2015-08-23 20:29:24,2015-08-23 20:29:25,341,11000,closed,,2015-06-24,,2015-08-23 20:29:24,2015-08-23 20:29:24,341,rental,304,341,9,2015-09-08 16:08:40,2015-09-08 16:08:40,9,Clarendon Heights,,37.761,37.7566,-122.445,-122.454,2015-09-08 00:06:49,2015-09-08 00:38:54
552,"193 Saint Germain Ave, San Francisco, CA 94114",Clarendon Heights,4,2,2810,zillow_sf,http://www.zillow.com/homedetails/193-Saint-Germain-Ave-San-Francisco-CA-94114/15130090_zpid/,2015-08-23 20:31:30,2015-08-23 20:31:30,37.7572,-122.452,233.296,"193 Saint Germain Ave, San Francisco, CA 94114, Clarendon Heights",479,552,552,rental,2015-08-23 20:31:42,2015-08-23 20:31:42,552,9950,open,2015-07-23,,,2015-08-23 20:31:42,2015-08-23 20:31:42,552,rental,512,552,9,2015-09-08 16:10:54,2015-09-08 16:10:54,9,Clarendon Heights,,37.761,37.7566,-122.445,-122.454,2015-09-08 00:06:49,2015-09-08 00:38:54
1335,"States St San Francisco, CA 94114",,4,3,2800,zillow_sf,http://www.zillow.com/homedetails/States-St-San-Francisco-CA-94114/2102801110_zpid/,2015-08-27 08:46:42,2015-08-27 08:46:42,37.7635,-122.439,80.5353,"States St San Francisco, CA 94114, ",706,1335,1998,rental,2015-08-27 08:46:46,2015-08-27 08:47:19,1998,14000,open,2015-07-23,,,2015-08-27 08:47:19,2015-08-27 08:47:19,1335,rental,626,1335,10,2015-09-08 16:13:04,2015-09-08 16:13:04,10,Corona Heights,,37.7672,37.7583,-122.435,-122.447,2015-09-08 00:07:45,2015-09-08 00:39:47
1613,"42 States St, San Francisco, CA 94114",Corona Heights,4,3,2879,zillow_sf,http://www.zillow.com/homedetails/42-States-St-San-Francisco-CA-94114/59700322_zpid/,2015-09-09 03:05:00,2015-09-09 03:05:00,37.7636,-122.436,67.4907,"42 States St, San Francisco, CA 94114, Corona Heights",879,1613,2689,rental,2015-09-09 03:06:00,2015-09-09 03:06:00,2689,8500,open,2013-04-06,,,2015-09-09 03:06:00,2015-09-09 03:06:00,1613,rental,694,1613,10,2015-09-09 03:05:00,2015-09-09 03:05:00,10,Corona Heights,,37.7672,37.7583,-122.435,-122.447,2015-09-08 00:07:45,2015-09-08 00:39:47
1630,"235 Roosevelt Way, San Francisco, CA 94114",Corona Heights,2,1,785,zillow_sf,http://www.zillow.com/homedetails/235-Roosevelt-Way-San-Francisco-CA-94114/69819062_zpid/,2015-09-09 03:05:05,2015-09-09 03:05:05,37.7659,-122.44,113.74,"235 Roosevelt Way, San Francisco, CA 94114, Corona Heights",897,1630,2722,rental,2015-09-09 03:06:05,2015-09-09 03:06:05,2722,4150,open,2015-09-07,,,2015-09-09 03:06:05,2015-09-09 03:06:05,1630,rental,711,1630,10,2015-09-09 03:05:05,2015-09-09 03:05:05,10,Corona Heights,,37.7672,37.7583,-122.435,-122.447,2015-09-08 00:07:45,2015-09-08 00:39:47
1655,"37 Diamond St, San Francisco, CA 94114",Eureka Valley - Dolores Heights - Castro,3,3,1900,zillow_sf,http://www.zillow.com/homedetails/37-Diamond-St-San-Francisco-CA-94114/2101210809_zpid/,2015-09-09 03:05:12,2015-09-09 03:05:12,37.7619,-122.437,42.9231,"37 Diamond St, San Francisco, CA 94114, Eureka Valley - Dolores Heights - Castro",862,1655,2657,rental,2015-09-09 03:05:19,2015-09-09 03:05:19,2657,7500,open,2015-09-04,,,2015-09-09 03:05:19,2015-09-09 03:05:19,1655,rental,736,1655,10,2015-09-09 03:05:12,2015-09-09 03:05:12,10,Corona Heights,,37.7672,37.7583,-122.435,-122.447,2015-09-08 00:07:45,2015-09-08 00:39:47
500,"Greenwich St San Francisco, CA 94123",,3,2,1500,zillow_sf,http://www.zillow.com/homedetails/Greenwich-St-San-Francisco-CA-94123/2103871868_zpid/,2015-08-23 20:31:25,2015-08-23 20:31:25,37.799,-122.436,18.5231,"Greenwich St San Francisco, CA 94123, ",428,500,500,rental,2015-08-23 20:31:40,2015-08-23 20:31:40,500,10000,open,2015-01-04,,,2015-08-23 20:31:40,2015-08-23 20:31:40,500,rental,460,500,11,2015-09-08 16:10:21,2015-09-08 16:10:21,11,Cow Hollow,,37.8013,37.7942,-122.424,-122.448,2015-09-08 00:09:01,2015-09-08 00:41:11
609,"Brunswick St San Francisco, CA 94112",,1,1,0,zillow_sf,http://www.zillow.com/homedetails/Brunswick-St-San-Francisco-CA-94112/2101386811_zpid/,2015-08-23 20:31:35,2015-08-28 15:33:56,37.7098,-122.446,98.7771,"Brunswick St San Francisco, CA 94112, ",536,609,609,rental,2015-08-23 20:31:45,2015-08-23 20:31:45,609,950,open,2015-08-16,,,2015-08-23 20:31:45,2015-08-23 20:31:45,609,rental,569,609,12,2015-09-08 16:11:30,2015-09-08 16:11:30,12,Crocker Amazon,,37.7164,37.7082,-122.423,-122.455,2015-09-08 00:09:56,2015-09-08 00:41:39
120,970 Duncan Street #304F,San Francisco (Diamond Heights),2,2,1175,climbsf_rented,http://www.climbsf.com/for-rent/970-duncan-st-304f/,2015-08-23 20:28:45,2015-08-23 20:28:45,37.7454,-122.442,187.545,"970 Duncan Street #304F, San Francisco (Diamond Heights)",120,120,120,rental,2015-08-23 20:29:14,2015-08-23 20:29:14,120,3300,closed,,2014-01-13,,2015-08-23 20:29:14,2015-08-23 20:29:14,120,rental,83,120,13,2015-09-08 16:06:13,2015-09-08 16:06:13,13,Diamond Heights,,37.7471,37.738,-122.436,-122.452,2015-09-08 00:10:33,2015-09-08 00:42:45
440,"20 Quartz Way, San Francisco, CA 94131",Diamond Heights,6,3,2900,zillow_sf,http://www.zillow.com/homedetails/20-Quartz-Way-San-Francisco-CA-94131/15198789_zpid/,2015-08-23 20:31:21,2015-08-28 15:32:56,37.7457,-122.446,159.367,"20 Quartz Way, San Francisco, CA 94131, Diamond Heights",727,440,1931,rental,2015-08-27 08:46:48,2015-08-27 08:46:48,1931,8500,open,2015-08-06,,,2015-08-27 08:46:48,2015-08-27 08:46:48,440,rental,400,440,13,2015-09-08 16:09:45,2015-09-08 16:09:45,13,Diamond Heights,,37.7471,37.738,-122.436,-122.452,2015-09-08 00:10:33,2015-09-08 00:42:45
