property_id,transaction_log_id,id,address,neighborhood,bedrooms,bathrooms,sqft,source,origin_url,created_at,updated_at,latitude,longitude,elevation,lookup_address,id_1,price,transaction_status,date_listed,date_closed,days_on_market,created_at_1,updated_at_1,property_id_1,transaction_type
21,21,21,1411 Creekside Drive #16,East Bay (Walnut Creek),1,1,624,climbsf_rented,http://www.climbsf.com/for-rent/1411-creekside-dr-16/,2015-08-23 20:28:34,2015-08-23 20:28:34,,,,"1411 Creekside Drive #16,  (Walnut Creek)",21,1500,closed,,2015-02-12,,2015-08-23 20:29:09,2015-08-23 20:29:09,21,rental
22,22,22,630 Thomas L. Berkley Way #623,East Bay (Oakland),1,1,860,climbsf_rented,http://www.climbsf.com/for-rent/630-thomas-l-berkley-way-623/,2015-08-23 20:28:34,2015-08-23 20:28:34,,,,"630 Thomas L. Berkley Way #623,  (Oakland)",22,2700,closed,,2015-02-16,,2015-08-23 20:29:09,2015-08-23 20:29:09,22,rental
23,23,23,1500 Park Avenue #111,East Bay (Emeryville),1,1,1100,climbsf_rented,http://www.climbsf.com/for-rent/1500-park-ave-111/,2015-08-23 20:28:34,2015-08-23 20:28:34,,,,"1500 Park Avenue #111,  (Emeryville)",23,2850,closed,,2015-02-19,,2015-08-23 20:29:09,2015-08-23 20:29:09,23,rental
24,24,24,1201 Pine Street #360,East Bay (Oakland),1,1,753,climbsf_rented,http://www.climbsf.com/for-rent/1201-pine-st-360/,2015-08-23 20:28:35,2015-08-23 20:28:35,,,,"1201 Pine Street #360,  (Oakland)",24,1950,closed,,2015-03-19,,2015-08-23 20:29:10,2015-08-23 20:29:10,24,rental
25,25,25,1201 Pine Street #124,East Bay (West Oakland),1,1,975,climbsf_rented,http://www.climbsf.com/for-rent/1201-pine-st-124/,2015-08-23 20:28:35,2015-08-23 20:28:35,37.8125,-122.3,3.7537,"1201 Pine Street #124,  (West Oakland)",25,2200,closed,,2015-03-19,,2015-08-23 20:29:10,2015-08-23 20:29:10,25,rental
26,26,26,8048 Earl Street,East Bay (Oakland),0,1,0,climbsf_rented,http://www.climbsf.com/for-rent/8048-earl-st/,2015-08-23 20:28:35,2015-08-23 20:28:35,37.7692,-122.155,94.8962,"8048 Earl Street,  (Oakland)",26,1450,closed,,2015-03-29,,2015-08-23 20:29:10,2015-08-23 20:29:10,26,rental
27,27,27,1201 Pine Street #141,East Bay (Oakland),1,1,1219,climbsf_rented,http://www.climbsf.com/for-rent/1201-pine-st-141/,2015-08-23 20:28:35,2015-08-23 20:28:35,37.8125,-122.3,3.7537,"1201 Pine Street #141,  (Oakland)",27,2500,closed,,2015-04-16,,2015-08-23 20:29:10,2015-08-23 20:29:10,27,rental
28,28,28,1655 North California Boulevard #345,East Bay (Walnut Creek),1,1,886,climbsf_rented,http://www.climbsf.com/for-rent/1655-n-california-blvd-345/,2015-08-23 20:28:35,2015-08-23 20:28:35,37.9021,-122.065,45.9945,"1655 North California Boulevard #345,  (Walnut Creek)",28,2500,closed,,2015-04-29,,2015-08-23 20:29:10,2015-08-23 20:29:10,28,rental
29,29,29,438 West Grand Avenue #429,East Bay (Oakland),1,1,802,climbsf_rented,http://www.climbsf.com/for-rent/438-west-grand-ave-429/,2015-08-23 20:28:35,2015-08-23 20:28:35,37.8119,-122.267,6.04846,"438 West Grand Avenue #429,  (Oakland)",29,2900,closed,,2015-05-04,,2015-08-23 20:29:10,2015-08-23 20:29:10,29,rental
30,30,30,675 Eighth Street #1,East Bay (Oakland),2,2,1285,climbsf_rented,http://www.climbsf.com/for-rent/675-8th-st-1/,2015-08-23 20:28:36,2015-08-23 20:28:36,37.8021,-122.279,9.76637,"675 Eighth Street #1,  (Oakland)",30,3500,closed,,2015-05-04,,2015-08-23 20:29:10,2015-08-23 20:29:10,30,rental
31,31,31,370 Santa Clara Avenue #6,East Bay (Oakland),2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/370-santa-clara-ave-6/,2015-08-23 20:28:36,2015-08-23 20:28:36,37.8137,-122.248,15.0625,"370 Santa Clara Avenue #6,  (Oakland)",31,2950,closed,,2015-06-24,,2015-08-23 20:29:10,2015-08-23 20:29:10,31,rental
32,32,32,407 Palisade Drive,East Bay (Oakland),3,3,1556,climbsf_rented,http://www.climbsf.com/for-rent/407-palisade-dr/,2015-08-23 20:28:36,2015-08-23 20:28:36,37.8129,-122.299,4.1766,"407 Palisade Drive,  (Oakland)",32,4250,closed,,2015-07-02,,2015-08-23 20:29:10,2015-08-23 20:29:10,32,rental
33,33,33,4236 Halleck Street,East Bay (Emeryville),1,1,1150,climbsf_rented,http://www.climbsf.com/for-rent/4236-halleck-st/,2015-08-23 20:28:36,2015-08-23 20:28:36,37.8311,-122.29,3.43209,"4236 Halleck Street,  (Emeryville)",33,2900,closed,,2015-07-06,,2015-08-23 20:29:10,2015-08-23 20:29:10,33,rental
34,34,34,1615 Broadway #12,East Bay (Oakland),2,2,1706,climbsf_rented,http://www.climbsf.com/for-rent/1615-broadway-12/,2015-08-23 20:28:36,2015-08-23 20:28:36,37.8062,-122.27,10.3409,"1615 Broadway #12,  (Oakland)",34,5500,closed,,2015-07-20,,2015-08-23 20:29:10,2015-08-23 20:29:10,34,rental
35,35,35,6400 Christie Avenue #1110,East Bay (Emeryville),0,1,565,climbsf_rented,http://www.climbsf.com/for-rent/6400-christie-ave-1110/,2015-08-23 20:28:36,2015-08-23 20:28:36,,,,"6400 Christie Avenue #1110,  (Emeryville)",35,2050,closed,,2015-08-11,,2015-08-23 20:29:10,2015-08-23 20:29:10,35,rental
36,36,36,3911 Forest Circle,East Bay (Castro Valley),3,3,1600,climbsf_rented,http://www.climbsf.com/for-rent/3911-forest-circle/,2015-08-23 20:28:36,2015-08-23 20:28:36,,,,"3911 Forest Circle,  (Castro Valley)",36,3000,closed,,2015-08-16,,2015-08-23 20:29:10,2015-08-23 20:29:10,36,rental
37,37,37,1201 Pine Street,East Bay (Oakland),1,1,1293,climbsf_rented,http://www.climbsf.com/for-rent/1201-pine-st-150/,2015-08-23 20:28:36,2015-08-23 20:28:36,,,,"1201 Pine Street,  (Oakland)",37,3000,closed,,2015-08-19,,2015-08-23 20:29:10,2015-08-23 20:29:10,37,rental
38,38,38,480 Mission Bay Blvd. North #1007,San Francisco (Mission Bay),2,2,1576,climbsf_rented,http://www.climbsf.com/for-rent/480-mission-bay-blvd-north-1007/,2015-08-23 20:28:36,2015-08-23 20:28:36,,,,"480 Mission Bay Blvd. North #1007, San Francisco (Mission Bay)",38,4500,closed,,1969-12-31,,2015-08-23 20:29:10,2015-08-23 20:29:10,38,rental
39,39,39,74 New Montgomery #412,San Francisco (Financial District),1,1,870,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-412/,2015-08-23 20:28:36,2015-08-23 20:28:36,,,,"74 New Montgomery #412, San Francisco (Financial District)",39,3800,closed,,2011-11-20,,2015-08-23 20:29:10,2015-08-23 20:29:10,39,rental
40,40,40,260 King St,San Francisco (Mission Bay/SoMa),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/260-king-st/,2015-08-23 20:28:37,2015-08-23 20:28:37,,,,"260 King St, San Francisco (Mission Bay/SoMa)",40,3500,closed,,2011-11-28,,2015-08-23 20:29:10,2015-08-23 20:29:10,40,rental
41,41,41,555 4th St # 803,San Francisco (South Beach),2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/555-4th-st-803/,2015-08-23 20:28:37,2015-08-23 20:28:37,37.7791,-122.397,3.09988,"555 4th St # 803, San Francisco (South Beach)",41,3500,closed,,2011-12-06,,2015-08-23 20:29:10,2015-08-23 20:29:10,41,rental
42,42,42,16 Jessie St #407,San Francisco (Downtown),1,1,450,climbsf_rented,http://www.climbsf.com/for-rent/16-jessie-st-407/,2015-08-23 20:28:37,2015-08-23 20:28:37,37.7899,-122.399,5.27414,"16 Jessie St #407, San Francisco (Downtown)",42,2000,closed,,2011-12-20,,2015-08-23 20:29:10,2015-08-23 20:29:10,42,rental
43,43,43,555 4th St # 734,San Francisco (South Beach),1,1,590,climbsf_rented,http://www.climbsf.com/for-rent/555-4th-st-734/,2015-08-23 20:28:37,2015-08-23 20:28:37,37.7791,-122.397,3.09988,"555 4th St # 734, San Francisco (South Beach)",43,0,closed,,2011-12-20,,2015-08-23 20:29:10,2015-08-23 20:29:10,43,rental
44,44,44,55 Page Street #814,San Francisco (Hayes Valley),1,1,865,climbsf_rented,http://www.climbsf.com/for-rent/55-page-street-814/,2015-08-23 20:28:37,2015-08-23 20:28:37,37.774,-122.422,13.962,"55 Page Street #814, San Francisco (Hayes Valley)",44,3200,closed,,2011-12-20,,2015-08-23 20:29:10,2015-08-23 20:29:10,44,rental
45,45,45,235 Berry Street #102,San Francisco (Mission Bay),2,2,1255,climbsf_rented,http://www.climbsf.com/for-rent/235-berry-street-102/,2015-08-23 20:28:37,2015-08-23 20:28:37,37.7749,-122.394,,"235 Berry Street #102, San Francisco (Mission Bay)",45,4300,closed,,2012-01-28,,2015-08-23 20:29:11,2015-08-23 20:29:11,45,rental
46,46,46,1340 Clay Street #402,San Francisco (Nob Hill),2,2,1670,climbsf_rented,http://www.climbsf.com/for-rent/1340-clay-st-402/,2015-08-23 20:28:38,2015-08-23 20:28:38,37.7934,-122.415,,"1340 Clay Street #402, San Francisco (Nob Hill)",46,5975,closed,,2013-02-20,,2015-08-23 20:29:11,2015-08-23 20:29:11,46,rental
47,47,47,1979 Clay Street,San Francisco (Pacific Heights),3,2,2000,climbsf_rented,http://www.climbsf.com/for-rent/1979-clay-st/,2015-08-23 20:28:38,2015-08-23 20:28:38,37.7915,-122.425,87.393,"1979 Clay Street, San Francisco (Pacific Heights)",47,5250,closed,,2013-02-26,,2015-08-23 20:29:11,2015-08-23 20:29:11,47,rental
48,48,48,201 Harrison Street #711,San Francisco (South Beach),1,1,795,climbsf_rented,http://www.climbsf.com/for-rent/201-harrison-st-711/,2015-08-23 20:28:38,2015-08-23 20:28:38,37.7877,-122.39,9.17842,"201 Harrison Street #711, San Francisco (South Beach)",48,2600,closed,,2013-02-28,,2015-08-23 20:29:11,2015-08-23 20:29:11,48,rental
49,49,49,1703 Powell Street,San Francisco (North Beach),4,2,0,climbsf_rented,http://www.climbsf.com/for-rent/1703-powell-st/,2015-08-23 20:28:38,2015-08-23 20:28:38,37.8003,-122.411,23.9782,"1703 Powell Street, San Francisco (North Beach)",49,6200,closed,,2013-02-28,,2015-08-23 20:29:11,2015-08-23 20:29:11,49,rental
50,50,50,235 Berry Street #107,San Francisco (Mission Bay),3,3,2000,climbsf_rented,http://www.climbsf.com/for-rent/235-berry-st-107-2/,2015-08-23 20:28:38,2015-08-23 20:28:38,37.7749,-122.394,2.44738,"235 Berry Street #107, San Francisco (Mission Bay)",50,7500,closed,,2013-03-04,,2015-08-23 20:29:11,2015-08-23 20:29:11,50,rental
51,51,51,338 Spear Street #18B,San Francisco (South Beach),2,2,1322,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-18b/,2015-08-23 20:28:38,2015-08-23 20:28:38,,,,"338 Spear Street #18B, San Francisco (South Beach)",51,5700,closed,,2013-03-04,,2015-08-23 20:29:11,2015-08-23 20:29:11,51,rental
52,52,52,682 28th Street,San Francisco (Noe Valley),2,2,2300,climbsf_rented,http://www.climbsf.com/for-rent/682-28th-st/,2015-08-23 20:28:38,2015-08-23 20:28:38,,,,"682 28th Street, San Francisco (Noe Valley)",52,4500,closed,,2013-03-19,,2015-08-23 20:29:11,2015-08-23 20:29:11,52,rental
53,53,53,2712A Pine Street,San Francisco (Lower Pacific Heights),2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/2712a-pine-st/,2015-08-23 20:28:38,2015-08-23 20:28:38,,,,"2712A Pine Street, San Francisco (Lower Pacific Heights)",53,3700,closed,,2013-03-20,,2015-08-23 20:29:11,2015-08-23 20:29:11,53,rental
54,54,54,16 Jessie Street #311,San Francisco (South Financial District),1,1,620,climbsf_rented,http://www.climbsf.com/for-rent/16-jessie-st-311/,2015-08-23 20:28:38,2015-08-23 20:28:38,,,,"16 Jessie Street #311, San Francisco (South Financial District)",54,3100,closed,,2013-03-26,,2015-08-23 20:29:11,2015-08-23 20:29:11,54,rental
55,55,55,999 16th Street #15,San Francisco (Potrero Hill),1,1,1500,climbsf_rented,http://www.climbsf.com/for-rent/999-16th-st-15/,2015-08-23 20:28:38,2015-08-23 20:28:38,,,,"999 16th Street #15, San Francisco (Potrero Hill)",55,3900,closed,,2013-03-26,,2015-08-23 20:29:11,2015-08-23 20:29:11,55,rental
56,56,56,400 Beale Street #406,San Francisco (South Beach),2,1,1038,climbsf_rented,http://www.climbsf.com/for-rent/400-beale-st-406/,2015-08-23 20:28:38,2015-08-23 20:28:38,,,,"400 Beale Street #406, San Francisco (South Beach)",56,3500,closed,,2013-04-08,,2015-08-23 20:29:11,2015-08-23 20:29:11,56,rental
57,57,57,425 1st Street #907,San Francisco (Rincon Hill),1,1,819,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-street-907/,2015-08-23 20:28:38,2015-08-23 20:28:38,,,,"425 1st Street #907, San Francisco (Rincon Hill)",57,3200,closed,,2013-04-08,,2015-08-23 20:29:11,2015-08-23 20:29:11,57,rental
58,58,58,5 Sparta Street,San Francisco (Visitacion Valley),3,2,1780,climbsf_rented,http://www.climbsf.com/for-rent/5-sparta-st/,2015-08-23 20:28:38,2015-08-23 20:28:38,,,,"5 Sparta Street, San Francisco (Visitacion Valley)",58,3450,closed,,2013-04-10,,2015-08-23 20:29:11,2015-08-23 20:29:11,58,rental
59,59,59,403 Main Street #410,San Francisco (South Beach),1,1,960,climbsf_rented,http://www.climbsf.com/for-rent/403-main-st-410/,2015-08-23 20:28:38,2015-08-23 20:28:38,,,,"403 Main Street #410, San Francisco (South Beach)",59,3500,closed,,2013-04-12,,2015-08-23 20:29:11,2015-08-23 20:29:11,59,rental
60,60,60,333 Main Street #4D,San Francisco (South Beach),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/333-main-st-4d/,2015-08-23 20:28:38,2015-08-23 20:28:38,,,,"333 Main Street #4D, San Francisco (South Beach)",60,3500,closed,,2013-04-24,,2015-08-23 20:29:11,2015-08-23 20:29:11,60,rental
61,61,61,50 Lansing Street #209,San Francisco (South Beach),1,1,714,climbsf_rented,http://www.climbsf.com/for-rent/50-lansing-st-209/,2015-08-23 20:28:39,2015-08-23 20:28:39,,,,"50 Lansing Street #209, San Francisco (South Beach)",61,2975,closed,,2013-05-16,,2015-08-23 20:29:11,2015-08-23 20:29:11,61,rental
62,62,62,425 1st Street #2802,San Francisco (Rincon Hill),2,2,1449,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-2802/,2015-08-23 20:28:39,2015-08-23 20:28:39,37.7858,-122.392,31.017,"425 1st Street #2802, San Francisco (Rincon Hill)",62,0,closed,,2013-05-16,,2015-08-23 20:29:11,2015-08-23 20:29:11,62,rental
63,63,63,355 Buena Vista Avenue East #305W,San Francisco (Buena Vista),1,1,730,climbsf_rented,http://www.climbsf.com/for-rent/355-buena-vista-avenue-east-305w/,2015-08-23 20:28:39,2015-08-23 20:28:39,37.7673,-122.44,130.553,"355 Buena Vista Avenue East #305W, San Francisco (Buena Vista)",63,2700,closed,,2013-05-21,,2015-08-23 20:29:11,2015-08-23 20:29:11,63,rental
64,64,64,338 Spear Street #3C,San Francisco (South Beach),1,1,799,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-3c/,2015-08-23 20:28:39,2015-08-23 20:28:39,37.7894,-122.391,0.0,"338 Spear Street #3C, San Francisco (South Beach)",64,0,closed,,2013-05-28,,2015-08-23 20:29:11,2015-08-23 20:29:11,64,rental
65,65,65,333 Main Street #7E,San Francisco (South Beach),2,2,1361,climbsf_rented,http://www.climbsf.com/for-rent/333-main-st-7e/,2015-08-23 20:28:39,2015-08-23 20:28:39,37.789,-122.391,1.80794,"333 Main Street #7E, San Francisco (South Beach)",65,4900,closed,,2013-05-31,,2015-08-23 20:29:11,2015-08-23 20:29:11,65,rental
66,66,66,1097 Howard Street #304,San Francisco (SOMA),1,1,1056,climbsf_rented,http://www.climbsf.com/for-rent/1097-howard-st-304/,2015-08-23 20:28:40,2015-08-23 20:28:40,37.7779,-122.409,6.48905,"1097 Howard Street #304, San Francisco (SOMA)",66,3700,closed,,2013-06-04,,2015-08-23 20:29:12,2015-08-23 20:29:12,66,rental
67,67,67,4517 18th Street,San Francisco (Eureka Valley),3,3,1400,climbsf_rented,http://www.climbsf.com/for-rent/4517-18th-st/,2015-08-23 20:28:40,2015-08-23 20:28:40,37.7604,-122.44,45.9379,"4517 18th Street, San Francisco (Eureka Valley)",67,5800,closed,,2013-06-04,,2015-08-23 20:29:12,2015-08-23 20:29:12,67,rental
68,68,68,300 Third Street #1114,San Francisco (SOMA),2,2,1161,climbsf_rented,http://www.climbsf.com/for-rent/300-3rd-st-1114/,2015-08-23 20:28:40,2015-08-23 20:28:40,37.7835,-122.399,7.1333,"300 Third Street #1114, San Francisco (SOMA)",68,4100,closed,,2013-06-05,,2015-08-23 20:29:12,2015-08-23 20:29:12,68,rental
69,69,69,400 Beale Street #506,San Francisco (South Beach),2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/400-beale-st-506/,2015-08-23 20:28:40,2015-08-23 20:28:40,37.7871,-122.391,7.36737,"400 Beale Street #506, San Francisco (South Beach)",69,3700,closed,,2013-06-05,,2015-08-23 20:29:12,2015-08-23 20:29:12,69,rental
70,70,70,1160 Mission Street #1905,San Francisco (SOMA),1,1,664,climbsf_rented,http://www.climbsf.com/for-rent/1160-mission-st-1905/,2015-08-23 20:28:40,2015-08-23 20:28:40,37.7784,-122.412,12.0417,"1160 Mission Street #1905, San Francisco (SOMA)",70,3250,closed,,2013-06-25,,2015-08-23 20:29:12,2015-08-23 20:29:12,70,rental
71,71,71,140 South Van Ness Avenue #922,San Francisco (SOMA),2,2,1160,climbsf_rented,http://www.climbsf.com/for-rent/140-south-van-ness-ave-922/,2015-08-23 20:28:40,2015-08-23 20:28:40,37.7716,-122.419,9.43102,"140 South Van Ness Avenue #922, San Francisco (SOMA)",71,3800,closed,,2013-07-03,,2015-08-23 20:29:12,2015-08-23 20:29:12,71,rental
72,72,72,199 New Montgomery Street #208,San Francisco (SOMA),1,1,834,climbsf_rented,http://www.climbsf.com/for-rent/199-new-montgomery-st-208/,2015-08-23 20:28:40,2015-08-23 20:28:40,,,,"199 New Montgomery Street #208, San Francisco (SOMA)",72,3300,closed,,2013-07-05,,2015-08-23 20:29:12,2015-08-23 20:29:12,72,rental
73,73,73,88 King Street #904,San Francisco (South Beach),2,2,1111,climbsf_rented,http://www.climbsf.com/for-rent/88-king-st-904/,2015-08-23 20:28:41,2015-08-23 20:28:41,,,,"88 King Street #904, San Francisco (South Beach)",73,6250,closed,,2013-07-09,,2015-08-23 20:29:12,2015-08-23 20:29:12,73,rental
74,74,74,3009 Sacramento Street #2,San Francisco (Pacific Heights),4,2,1300,climbsf_rented,http://www.climbsf.com/for-rent/3009-sacramento-st-2/,2015-08-23 20:28:41,2015-08-23 20:28:41,,,,"3009 Sacramento Street #2, San Francisco (Pacific Heights)",74,5500,closed,,2013-07-09,,2015-08-23 20:29:12,2015-08-23 20:29:12,74,rental
75,75,75,480 Mission Bay Boulevard North #1608,San Francisco (Mission Bay),2,2,1344,climbsf_rented,http://www.climbsf.com/for-rent/480-mission-bay-blvd-n-1608/,2015-08-23 20:28:41,2015-08-23 20:28:41,37.7711,-122.389,2.48954,"480 Mission Bay Boulevard North #1608, San Francisco (Mission Bay)",75,5475,closed,,2013-07-15,,2015-08-23 20:29:12,2015-08-23 20:29:12,75,rental
76,76,76,2075 Sutter Street #521,San Francisco (Lower Pacific Heights),2,2,1068,climbsf_rented,http://www.climbsf.com/for-rent/2075-sutter-st-521/,2015-08-23 20:28:41,2015-08-23 20:28:41,37.7857,-122.435,46.3843,"2075 Sutter Street #521, San Francisco (Lower Pacific Heights)",76,4100,closed,,2013-07-16,,2015-08-23 20:29:12,2015-08-23 20:29:12,76,rental
